efficiency_category,has_balcony,has_elevator,has_garage,property_state,building_type,area,prague_district,rooms,floor,price
Třída G,False,False,False,Velmi dobrý,Cihlová,40,5005.0,1+1,3,17000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,50,5005.0,2+kk,2,19000.0
Other,False,True,False,Po rekonstrukci,Panelová,70,5008.0,3+1,4,16900.0
Třída B,False,False,True,Novostavba,Cihlová,139,5007.0,2+kk,1,26000.0
Třída G,False,True,True,Velmi dobrý,Cihlová,110,5001.0,3+1,3,42980.0
Other,False,False,False,Velmi dobrý,Cihlová,111,5002.0,3+1,1,33000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,98,5007.0,4+kk,6,38000.0
Třída G,True,False,True,Po rekonstrukci,Cihlová,198,5006.0,4+1,3,65000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,45,5005.0,2+kk,2,14000.0
Třída F,False,False,False,Velmi dobrý,Cihlová,73,5001.0,3+1,3,40928.0
Třída G,False,True,True,Velmi dobrý,Smíšená,107,5002.0,3+1,6,38000.0
Třída F,False,True,False,Velmi dobrý,Cihlová,181,5005.0,5+1,4,63950.0
Třída G,False,True,False,Velmi dobrý,Cihlová,76,5002.0,3+kk,4,23000.0
Třída G,False,True,True,Velmi dobrý,Cihlová,125,5002.0,3+1,6,39000.0
Other,True,False,True,Other,Cihlová,198,5006.0,4+1,3,65000.0
Třída C,True,True,True,Novostavba,Cihlová,53,5004.0,2+kk,5,11000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,64,5001.0,3+kk,3,32000.0
Třída G,False,True,True,Velmi dobrý,Cihlová,43,5002.0,1+kk,3,28000.0
Třída G,True,True,False,Velmi dobrý,Cihlová,80,5001.0,2+1,6,27900.0
Třída D,False,False,False,Velmi dobrý,Panelová,63,5010.0,3+1,2,1.0
Třída G,True,True,False,Velmi dobrý,Cihlová,94,5005.0,3+1,4,42000.0
Třída C,False,False,False,Po rekonstrukci,Cihlová,80,5001.0,2+1,2,25000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,69,5001.0,3+kk,3,32000.0
Other,False,False,False,Po rekonstrukci,Cihlová,65,5001.0,2+1,2,32000.0
Třída G,False,True,True,Po rekonstrukci,Smíšená,74,5007.0,3+kk,2,26000.0
Třída G,False,False,False,Velmi dobrý,Panelová,89,5004.0,4+kk,3,20000.0
Třída G,True,False,False,Velmi dobrý,Cihlová,67,5004.0,3+1,2,17000.0
Třída G,False,True,False,Velmi dobrý,Panelová,60,5003.0,2+kk,4,23000.0
Třída G,True,True,True,Novostavba,Cihlová,55,5005.0,2+kk,6,17000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,225,5010.0,5+1,4,55000.0
Třída G,True,True,True,Velmi dobrý,Cihlová,202,5002.0,5+1,6,85000.0
Other,False,False,True,Velmi dobrý,Cihlová,55,5008.0,2+kk,3,25000.0
Třída C,True,True,False,Velmi dobrý,Cihlová,89,5005.0,4+kk,1,39000.0
Třída B,True,True,False,Other,Cihlová,36,5003.0,1+kk,3,16000.0
Other,False,False,False,Po rekonstrukci,Panelová,56,5004.0,2+kk,3,15000.0
Třída G,False,True,True,Velmi dobrý,Smíšená,85,5006.0,2+1,4,27000.0
Třída G,True,False,False,Velmi dobrý,Cihlová,68,5010.0,3+kk,4,15000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,98,5009.0,3+kk,3,23000.0
Třída G,True,True,False,Velmi dobrý,Cihlová,50,5005.0,2+kk,5,16000.0
Other,False,True,True,Velmi dobrý,Cihlová,71,5001.0,2+kk,4,40000.0
Other,False,False,True,Velmi dobrý,Cihlová,50,5005.0,2+kk,6,35000.0
Třída G,False,False,False,Other,Cihlová,50,5003.0,2+kk,3,12500.0
Třída G,False,False,False,Velmi dobrý,Cihlová,102,5001.0,3+kk,2,70000.0
Třída G,False,True,True,Velmi dobrý,Smíšená,90,5006.0,3+kk,6,39000.0
Třída G,False,True,True,Po rekonstrukci,Cihlová,60,5003.0,2+kk,8,49728.0
Třída D,True,True,True,Po rekonstrukci,Cihlová,115,5005.0,3+1,5,1.0
Třída G,False,False,True,Velmi dobrý,Cihlová,93,5007.0,3+kk,3,35000.0
Třída D,True,True,False,Po rekonstrukci,Smíšená,54,5010.0,2+kk,7,16900.0
Třída D,False,True,False,Po rekonstrukci,Smíšená,72,5010.0,3+kk,6,19900.0
Třída F,False,True,False,Velmi dobrý,Cihlová,42,5001.0,2+kk,1,25000.0
Třída F,False,True,False,Velmi dobrý,Cihlová,56,5001.0,3+kk,5,48000.0
Třída F,False,True,False,Velmi dobrý,Cihlová,52,5001.0,2+1,5,25000.0
Třída G,False,True,True,Po rekonstrukci,Cihlová,205,5002.0,6 a vice,4,130000.0
Třída G,False,False,True,Velmi dobrý,Cihlová,64,5005.0,2+kk,4,20000.0
Třída F,False,True,False,Velmi dobrý,Cihlová,120,5001.0,4+kk,5,50000.0
Třída D,False,True,False,Velmi dobrý,Panelová,44,5008.0,2+1,1,14490.0
Other,False,True,True,Novostavba,Cihlová,126,5002.0,4+kk,2,71000.0
Třída F,False,True,False,Velmi dobrý,Cihlová,85,5001.0,2+1,2,37000.0
Other,False,False,False,Velmi dobrý,Cihlová,102,5005.0,2+kk,4,29900.0
Třída C,True,True,True,Novostavba,Cihlová,92,5004.0,4+kk,3,26000.0
Třída B,False,False,True,Novostavba,Smíšená,57,5007.0,2+kk,2,24500.0
Třída G,False,True,False,Velmi dobrý,Cihlová,50,5008.0,1+kk,5,20000.0
Třída G,False,True,False,Velmi dobrý,Panelová,56,5010.0,2+kk,2,15000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,45,5005.0,2+kk,3,14000.0
Třída G,False,True,False,Po rekonstrukci,Cihlová,225,5005.0,atypicky,2,160000.0
Třída B,True,False,True,Novostavba,Smíšená,61,5007.0,2+kk,6,25900.0
Other,False,False,True,Po rekonstrukci,Cihlová,40,5002.0,1+1,2,21000.0
Other,True,False,True,Velmi dobrý,Cihlová,34,5002.0,2+kk,2,22000.0
Other,False,False,True,Po rekonstrukci,Cihlová,40,5002.0,1+1,1,21000.0
Other,False,False,True,Velmi dobrý,Cihlová,85,5002.0,3+kk,2,38000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,34,5002.0,1+1,1,22000.0
Other,False,False,False,Velmi dobrý,Cihlová,95,5003.0,2+kk,4,20000.0
Třída B,False,False,True,Novostavba,Skeletová,59,5007.0,2+kk,4,24500.0
Třída B,False,False,True,Novostavba,Skeletová,59,5007.0,2+kk,6,24500.0
Třída B,False,True,True,Po rekonstrukci,Cihlová,45,5008.0,2+kk,1,15500.0
Other,False,False,True,Velmi dobrý,Cihlová,75,5006.0,2+kk,5,30000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,40,5002.0,1+1,1,21000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,15,5005.0,atypicky,2,14200.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,14,5005.0,atypicky,2,13100.0
Other,True,True,False,Po rekonstrukci,Cihlová,134,5001.0,4+1,2,43000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,14,5005.0,atypicky,2,13100.0
Třída D,False,False,False,Other,Other,180,5001.0,4+1,3,40000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,107,5002.0,3+kk,6,55000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,70,5007.0,2+1,3,30000.0
Třída G,True,True,True,Novostavba,Cihlová,110,5007.0,3+kk,3,41000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,200,5007.0,5+1,3,60000.0
Třída C,False,True,True,Velmi dobrý,Cihlová,110,5001.0,3+1,5,60000.0
Třída C,False,True,True,Velmi dobrý,Cihlová,200,5001.0,4+1,6,90000.0
Other,False,True,False,Velmi dobrý,Cihlová,95,5003.0,3+kk,5,59704.0
Other,False,False,True,Novostavba,Smíšená,149,5006.0,3+kk,6,39000.0
Třída C,False,False,False,Po rekonstrukci,Cihlová,29,5010.0,1+kk,1,14000.0
Třída B,False,False,True,Novostavba,Cihlová,63,5004.0,2+kk,4,17500.0
Třída C,False,True,False,Po rekonstrukci,Panelová,66,5005.0,3+kk,2,1.0
Třída G,False,True,True,Velmi dobrý,Cihlová,155,5005.0,4+kk,5,45000.0
Třída B,True,False,True,Novostavba,Cihlová,115,5004.0,4+kk,5,25000.0
Other,False,False,False,Velmi dobrý,Cihlová,82,5001.0,2+kk,3,45000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,45,5002.0,2+kk,5,23500.0
Třída F,False,True,False,Velmi dobrý,Cihlová,59,5002.0,2+kk,1,30000.0
Třída C,False,False,True,Novostavba,Cihlová,186,5008.0,5+kk,5,39000.0
Třída G,True,True,True,Velmi dobrý,Cihlová,136,5010.0,3+kk,2,33000.0
Třída G,False,True,True,Velmi dobrý,Cihlová,225,5010.0,5+1,6,55000.0
Třída C,False,True,False,Velmi dobrý,Panelová,41,5004.0,2+kk,6,10000.0
Třída G,True,True,False,Velmi dobrý,Cihlová,54,5004.0,2+kk,3,16000.0
Other,False,False,True,Other,Smíšená,109,5004.0,4+1,4,27500.0
Třída B,True,True,False,Other,Smíšená,101,5006.0,3+kk,2,50000.0
Třída G,False,False,True,Velmi dobrý,Cihlová,195,5007.0,atypicky,1,75000.0
Třída G,False,True,True,Velmi dobrý,Cihlová,107,5002.0,3+kk,5,55000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,74,5006.0,2+1,1,18000.0
Třída G,False,True,True,Velmi dobrý,Smíšená,93,5003.0,3+kk,6,59704.0
Třída G,False,True,False,Velmi dobrý,Smíšená,116,5003.0,3+kk,6,54742.0
Třída G,False,True,False,Velmi dobrý,Cihlová,280,5002.0,6 a vice,5,65000.0
Třída C,False,True,False,Velmi dobrý,Panelová,49,5009.0,2+kk,6,12200.0
Other,False,True,False,Velmi dobrý,Cihlová,30,5005.0,1+kk,1,13000.0
Třída G,False,True,False,Po rekonstrukci,Panelová,39,5010.0,2+kk,7,14500.0
Other,False,False,True,Velmi dobrý,Cihlová,93,5007.0,3+kk,3,35000.0
Other,True,False,False,Velmi dobrý,Cihlová,76,5007.0,3+kk,2,25000.0
Třída F,False,True,True,Velmi dobrý,Cihlová,137,5002.0,5+kk,3,45000.0
Třída C,False,True,False,Velmi dobrý,Cihlová,99,5006.0,3+1,5,24500.0
Třída B,False,True,True,Novostavba,Skeletová,76,5003.0,2+kk,5,1.0
Třída C,True,True,True,Novostavba,Cihlová,150,5006.0,3+1,3,49000.0
Třída G,False,False,False,Po rekonstrukci,Smíšená,105,5001.0,3+kk,5,50000.0
Třída G,True,False,False,Velmi dobrý,Cihlová,200,5005.0,6 a vice,6,75000.0
Other,True,False,False,Velmi dobrý,Cihlová,189,5002.0,4+1,2,53700.0
Třída G,True,True,False,Velmi dobrý,Cihlová,189,5002.0,5+1,2,53700.0
Třída G,True,True,False,Po rekonstrukci,Cihlová,41,5002.0,1+kk,4,20000.0
Třída G,False,True,False,Po rekonstrukci,Cihlová,57,5002.0,2+kk,5,17500.0
Other,False,False,False,Other,Cihlová,51,5002.0,2+kk,4,16000.0
Other,False,False,True,Velmi dobrý,Cihlová,138,5001.0,3+kk,6,50000.0
Other,False,False,False,Velmi dobrý,Cihlová,50,5002.0,2+kk,6,17900.0
Třída G,True,True,False,Velmi dobrý,Cihlová,147,5002.0,4+1,7,58000.0
Třída G,True,True,False,Po rekonstrukci,Cihlová,76,5002.0,2+kk,3,32000.0
Other,False,False,True,Velmi dobrý,Cihlová,107,5002.0,3+kk,5,55000.0
Other,False,True,False,Novostavba,Smíšená,74,5005.0,3+kk,2,21000.0
Třída G,False,False,False,Po rekonstrukci,Smíšená,77,5001.0,2+kk,6,38000.0
Třída F,False,True,False,Velmi dobrý,Cihlová,58,5010.0,2+1,2,18000.0
Other,False,False,False,Velmi dobrý,Cihlová,73,5001.0,3+1,3,36400.0
Třída G,False,True,True,Velmi dobrý,Cihlová,44,5002.0,1+kk,5,26470.0
Třída E,True,True,False,Velmi dobrý,Cihlová,76,5005.0,2+1,1,21000.0
Třída G,False,True,False,Po rekonstrukci,Cihlová,143,5005.0,5+kk,6,41900.0
Other,False,False,False,Po rekonstrukci,Cihlová,163,5002.0,4+kk,6,95000.0
Třída G,True,True,False,Velmi dobrý,Cihlová,80,5002.0,2+1,4,27500.0
Other,False,False,False,Po rekonstrukci,Cihlová,120,5006.0,4+kk,2,50000.0
Třída G,False,False,False,Other,Cihlová,110,5004.0,2+kk,1,24000.0
Třída G,False,True,False,Velmi dobrý,Panelová,77,5005.0,3+1,5,20000.0
Třída G,True,False,True,Po rekonstrukci,Cihlová,75,5002.0,2+kk,5,45000.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,126,5001.0,3+1,4,46000.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,124,5001.0,3+1,2,46000.0
Třída G,True,False,False,Velmi dobrý,Cihlová,47,5010.0,2+kk,1,17000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,70,5001.0,2+kk,3,35000.0
Třída G,False,True,False,Velmi dobrý,Panelová,56,5004.0,2+kk,3,15000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,42,5002.0,1+kk,6,22000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,43,5002.0,1+kk,4,22000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,42,5002.0,1+kk,3,22000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,42,5002.0,1+kk,2,22000.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,81,5002.0,2+kk,4,33000.0
Other,False,False,False,Velmi dobrý,Cihlová,74,5001.0,2+kk,2,30000.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,40,5002.0,1+kk,2,22000.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,128,5001.0,3+1,5,46000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,62,5001.0,1+kk,1,23000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,108,5002.0,2+kk,5,45000.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,42,5002.0,1+kk,4,22000.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,40,5002.0,1+kk,3,22000.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,124,5001.0,4+kk,6,46000.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,82,5002.0,2+kk,3,32000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,46,5002.0,1+1,1,22000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,76,5002.0,1+1,1,29000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,104,5002.0,2+kk,2,39000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,70,5002.0,3+kk,7,35000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,100,5002.0,3+kk,7,42000.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,73,5002.0,2+kk,6,32000.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,75,5002.0,2+kk,5,32000.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,73,5002.0,2+kk,4,30000.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,72,5002.0,2+kk,3,28000.0
Other,True,True,False,Velmi dobrý,Cihlová,130,5002.0,3+kk,5,45000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,114,5002.0,2+kk,2,39000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,137,5002.0,3+kk,5,52000.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,80,5002.0,2+kk,6,38000.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,75,5002.0,2+kk,4,30000.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,74,5002.0,2+kk,3,30000.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,79,5002.0,2+kk,5,35000.0
Other,False,True,True,Velmi dobrý,Panelová,144,5009.0,3+1,5,28000.0
Třída G,False,False,False,Velmi dobrý,Smíšená,70,5001.0,2+kk,2,22500.0
Třída G,False,False,False,Velmi dobrý,Cihlová,30,5004.0,1+1,1,10000.0
Třída F,False,True,False,Velmi dobrý,Cihlová,25,5005.0,1+kk,3,27500.0
Třída B,False,True,False,Novostavba,Skeletová,80,5008.0,3+kk,6,23000.0
Other,False,True,False,Novostavba,Skeletová,27,5005.0,1+kk,5,10500.0
Třída B,False,True,False,Novostavba,Skeletová,92,5008.0,4+kk,6,29000.0
Other,False,False,False,Velmi dobrý,Cihlová,85,5001.0,2+1,2,37000.0
Other,False,False,True,Velmi dobrý,Cihlová,191,5003.0,4+kk,5,65000.0
Other,True,False,False,Velmi dobrý,Cihlová,73,5001.0,2+kk,3,45000.0
Other,False,False,True,Velmi dobrý,Cihlová,135,5002.0,3+1,4,48000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,66,5003.0,2+kk,3,24000.0
Třída C,True,True,False,Po rekonstrukci,Cihlová,77,5006.0,3+kk,3,23000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,280,5002.0,6 a vice,4,65000.0
Other,False,False,False,Velmi dobrý,Cihlová,62,5001.0,2+kk,3,30000.0
Třída C,True,True,False,Po rekonstrukci,Cihlová,77,5006.0,3+kk,3,23000.0
Other,False,False,True,Velmi dobrý,Cihlová,210,5005.0,3+kk,8,39000.0
Třída F,False,True,False,Velmi dobrý,Cihlová,66,5001.0,2+kk,4,35000.0
Třída F,True,False,True,Velmi dobrý,Cihlová,300,5004.0,6 a vice,2,65000.0
Třída C,False,False,False,Po rekonstrukci,Smíšená,60,5010.0,3+kk,1,24650.0
Třída C,True,True,False,Novostavba,Smíšená,32,5005.0,1+kk,2,14000.0
Třída G,False,False,True,Velmi dobrý,Cihlová,150,5001.0,3+1,3,65000.0
Třída C,False,True,False,Po rekonstrukci,Cihlová,72,5001.0,2+kk,4,34000.0
Třída G,True,False,True,Velmi dobrý,Cihlová,290,5004.0,6 a vice,2,65000.0
Třída B,True,True,True,Novostavba,Cihlová,49,5010.0,2+kk,4,15000.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,220,5001.0,4+1,2,150000.0
Other,False,False,False,Velmi dobrý,Cihlová,109,5004.0,3+kk,2,45000.0
Třída G,True,True,False,Po rekonstrukci,Cihlová,118,5001.0,4+kk,3,46000.0
Třída G,False,True,False,Velmi dobrý,Cihlová,76,5003.0,2+kk,4,25000.0
Třída B,False,True,True,Novostavba,Cihlová,87,5002.0,3+kk,5,45000.0
Třída G,True,False,False,Po rekonstrukci,Cihlová,307,5001.0,5+1,3,150000.0
Třída G,False,True,True,Velmi dobrý,Cihlová,225,5010.0,5+1,6,55000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,97,5002.0,3+kk,6,38000.0
Třída G,False,True,True,Velmi dobrý,Smíšená,96,5002.0,3+kk,6,39000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,106,5002.0,3+1,1,50000.0
Other,False,False,True,Velmi dobrý,Cihlová,185,5005.0,5+kk,4,50000.0
Třída B,True,True,False,Novostavba,Skeletová,100,5003.0,3+kk,6,27999.0
Třída B,False,False,False,Po rekonstrukci,Cihlová,92,5009.0,3+kk,3,20000.0
Třída G,True,True,True,Novostavba,Smíšená,133,5005.0,5+kk,5,50000.0
Třída G,True,True,False,Po rekonstrukci,Cihlová,136,5002.0,3+kk,5,50000.0
Třída C,False,True,False,Other,Cihlová,14,5003.0,unknown_byUs,3,6500.0
Třída G,False,False,True,Velmi dobrý,Cihlová,84,5001.0,2+1,3,32000.0
Other,False,False,True,Velmi dobrý,Cihlová,386,5006.0,6 a vice,4,100000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,101,5006.0,3+1,2,33000.0
Třída G,False,True,True,Velmi dobrý,Smíšená,100,5002.0,3+kk,1,50000.0
Třída G,False,True,True,Velmi dobrý,Smíšená,35,5002.0,1+kk,4,21000.0
Třída G,False,False,True,Other,Cihlová,64,5005.0,2+kk,3,20000.0
Třída G,False,True,True,Velmi dobrý,Cihlová,105,5005.0,3+1,-1,60000.0
Třída G,False,True,True,Po rekonstrukci,Cihlová,38,5002.0,2+kk,2,18000.0
Třída G,False,True,False,Po rekonstrukci,Cihlová,97,5002.0,3+kk,6,35000.0
Other,False,False,False,Po rekonstrukci,Cihlová,75,5005.0,3+kk,2,17000.0
Other,False,False,True,Velmi dobrý,Cihlová,35,5002.0,1+kk,4,21000.0
Other,False,False,False,Velmi dobrý,Cihlová,42,5002.0,2+kk,2,24000.0
Třída B,True,True,True,Novostavba,Skeletová,65,5007.0,2+kk,5,24000.0
Other,True,False,True,Novostavba,Cihlová,59,5005.0,1+kk,2,25000.0
Třída G,True,False,False,Velmi dobrý,Cihlová,30,5006.0,3+1,2,37000.0
Třída G,True,True,False,Novostavba,Cihlová,45,5005.0,2+kk,5,22000.0
Třída G,False,False,True,Velmi dobrý,Cihlová,90,5006.0,4+kk,3,35000.0
Třída B,False,False,True,Novostavba,Smíšená,67,5009.0,3+kk,18,22500.0
Třída G,True,True,False,Po rekonstrukci,Cihlová,240,5003.0,4+kk,6,70000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,95,5010.0,3+kk,3,35000.0
Třída G,False,False,False,Other,Cihlová,30,5003.0,1+kk,2,13000.0
Other,False,False,False,Velmi dobrý,Cihlová,155,5005.0,4+kk,5,45000.0
Třída D,False,True,False,Novostavba,Smíšená,49,5009.0,2+kk,1,15900.0
Other,False,False,False,Velmi dobrý,Cihlová,120,5001.0,3+kk,4,49500.0
Třída D,False,True,False,Novostavba,Smíšená,49,5009.0,2+kk,1,15900.0
Třída C,True,True,True,Velmi dobrý,Cihlová,120,5005.0,2+1,3,39900.0
Třída G,False,True,False,Velmi dobrý,Cihlová,74,5001.0,2+kk,5,30000.0
Třída G,True,True,False,Velmi dobrý,Cihlová,84,5003.0,2+kk,2,22000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,104,5006.0,3+1,1,23000.0
Other,True,False,False,Velmi dobrý,Cihlová,128,5002.0,3+kk,6,39000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,87,5002.0,3+kk,4,30000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,92,5001.0,2+1,1,47000.0
Other,False,False,True,Velmi dobrý,Cihlová,143,5001.0,4+kk,4,56000.0
Třída G,True,True,True,Velmi dobrý,Smíšená,67,5002.0,2+kk,3,23400.0
Třída C,False,True,False,Po rekonstrukci,Cihlová,131,5002.0,atypicky,1,24999.0
Třída B,False,False,False,Velmi dobrý,Cihlová,147,5006.0,4+1,4,38000.0
Other,False,False,False,Po rekonstrukci,Cihlová,120,5010.0,4+1,2,55000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,67,5008.0,3+1,4,24000.0
Třída C,True,True,False,Velmi dobrý,Cihlová,100,5010.0,3+kk,4,30000.0
Třída D,False,True,False,Po rekonstrukci,Cihlová,53,5006.0,2+1,1,20000.0
Třída G,True,True,True,Novostavba,Smíšená,55,5008.0,2+kk,5,23500.0
Třída F,False,False,False,Velmi dobrý,Cihlová,83,5006.0,2+kk,4,17000.0
Třída G,True,False,False,Velmi dobrý,Cihlová,46,5001.0,1+kk,1,23000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,49,5010.0,3+kk,3,21000.0
Other,False,False,True,Velmi dobrý,Cihlová,111,5002.0,3+kk,3,35000.0
Třída B,True,True,True,Novostavba,Smíšená,94,5008.0,3+kk,2,45000.0
Třída F,False,True,False,Velmi dobrý,Cihlová,108,5002.0,3+1,6,38370.0
Třída F,False,True,False,Velmi dobrý,Cihlová,81,5002.0,3+1,2,37091.0
Třída F,True,True,False,Velmi dobrý,Cihlová,123,5005.0,4+1,3,43486.0
Třída F,False,False,False,Velmi dobrý,Cihlová,184,5001.0,5+1,1,115110.0
Třída F,False,True,False,Velmi dobrý,Cihlová,73,5001.0,2+1,1,42080.0
Třída F,False,False,False,Velmi dobrý,Cihlová,92,5001.0,2+1,1,46684.0
Třída F,False,False,False,Velmi dobrý,Cihlová,94,5001.0,3+1,1,46684.0
Other,True,False,False,Velmi dobrý,Cihlová,185,5007.0,5+1,4,50000.0
Třída C,False,True,False,Po rekonstrukci,Panelová,88,5009.0,4+kk,3,25000.0
Třída G,False,True,False,Po rekonstrukci,Cihlová,42,5001.0,1+kk,2,22000.0
Other,False,True,False,Velmi dobrý,Cihlová,40,5009.0,1+kk,1,11500.0
Třída G,False,False,True,Novostavba,Cihlová,93,5007.0,3+kk,3,35000.0
Třída G,False,True,False,Velmi dobrý,Smíšená,80,5007.0,2+1,2,22500.0
Třída G,True,True,True,Velmi dobrý,Smíšená,69,5002.0,2+kk,4,23400.0
Třída D,True,True,True,Velmi dobrý,Cihlová,120,5002.0,3+kk,2,35000.0
Other,False,False,True,Velmi dobrý,Cihlová,269,5006.0,6 a vice,2,90000.0
Třída G,True,False,False,Velmi dobrý,Cihlová,110,5001.0,3+1,2,48000.0
Třída G,True,True,True,Velmi dobrý,Cihlová,200,5003.0,4+kk,6,119000.0
Třída G,False,True,False,Velmi dobrý,Panelová,82,5004.0,3+1,2,20000.0
Třída E,False,False,True,Velmi dobrý,Cihlová,212,5001.0,4+1,6,90000.0
Třída C,False,False,False,Velmi dobrý,Skeletová,76,5005.0,2+kk,14,16500.0
Třída E,True,False,False,Velmi dobrý,Cihlová,76,5006.0,2+1,5,23000.0
Other,False,False,False,Novostavba,Cihlová,61,5005.0,2+kk,2,15500.0
Třída G,True,True,True,Velmi dobrý,Cihlová,122,5002.0,3+kk,3,35000.0
Other,False,False,False,Po rekonstrukci,Cihlová,93,5003.0,3+kk,4,39726.0
Třída G,False,True,False,Velmi dobrý,Smíšená,87,5002.0,3+1,4,30000.0
Třída F,False,True,True,Velmi dobrý,Cihlová,88,5006.0,2+kk,4,28000.0
Třída F,False,False,False,Velmi dobrý,Cihlová,35,5002.0,1+kk,4,21000.0
Třída G,False,True,True,Novostavba,Cihlová,145,5007.0,3+kk,2,48000.0
Třída G,True,True,False,Velmi dobrý,Cihlová,94,5005.0,3+1,3,42000.0
Třída B,False,True,False,Po rekonstrukci,Cihlová,85,5003.0,3+kk,1,33000.0
Třída D,False,True,False,Velmi dobrý,Panelová,43,5004.0,2+kk,2,12500.0
Other,False,False,False,Velmi dobrý,Cihlová,93,5003.0,3+kk,5,44740.0
Třída D,False,True,False,Velmi dobrý,Cihlová,200,5003.0,4+kk,6,119000.0
Třída G,False,True,False,Po rekonstrukci,Cihlová,44,5002.0,1+1,1,19000.0
Třída G,True,True,True,Velmi dobrý,Cihlová,136,5010.0,3+1,2,33000.0
Třída D,False,False,True,Velmi dobrý,Cihlová,165,5006.0,3+kk,4,43000.0
Třída G,True,False,False,Velmi dobrý,Cihlová,80,5005.0,3+kk,2,21000.0
Other,False,False,True,Velmi dobrý,Cihlová,160,5002.0,4+kk,2,47000.0
Other,False,True,False,Po rekonstrukci,Cihlová,163,5001.0,4+kk,5,60000.0
Other,False,False,True,Velmi dobrý,Cihlová,115,5001.0,3+kk,4,39000.0
Třída G,True,True,False,Velmi dobrý,Cihlová,140,5007.0,3+1,3,26000.0
Třída G,True,True,False,Po rekonstrukci,Cihlová,137,5003.0,4+kk,3,92856.0
Třída C,False,True,False,Po rekonstrukci,Cihlová,44,5002.0,1+kk,3,18000.0
Třída G,False,False,False,Po rekonstrukci,Cihlová,136,5001.0,3+kk,2,60000.0
Other,False,False,True,Velmi dobrý,Cihlová,225,5010.0,5+1,5,55000.0
Třída G,False,False,False,Velmi dobrý,Cihlová,73,5001.0,3+kk,3,36400.0
Třída G,True,False,False,Velmi dobrý,Cihlová,91,5006.0,3+kk,5,20000.0
Třída B,False,True,False,Po rekonstrukci,Cihlová,85,5001.0,3+kk,4,41000.0
Třída C,False,False,False,Velmi dobrý,Smíšená,55,5002.0,2+kk,3,25000.0
